TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0016538506981145895,0.001204846033881954,0.08337687378740465,0.0016149906563026155,0.0013614942529062374,0.09440050651194477,0.00599405286741369,0.005066207228503713,0.3490842173847323
