TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.27797810851305177,0.18776071854960708,0.17301883445321573,0.28492369026339703,0.20124219018131334,0.1847491286751926,2.7372341203109887,2.5681172443086617,2.37573798306074
