TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0028804009803346567,0.002382380210704571,0.18808612530678445,0.008760137009904504,0.007573746658051931,0.5988640199256903,0.04623340775735371,0.045398914499381944,3.5760130329527953
