TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0010035916209151319,0.0007193101084955417,0.07462845036146881,0.0025307259608952767,0.0021492278606364077,0.22326186097681916,0.0075878536370442085,0.006916197872731077,0.7180173769324562
