"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 15, 2019","29,046.0","28,900.0","29,250.0","28,756.0","226.88K","0.51%"
"Mar 14, 2019","28,898.0","28,828.0","28,997.0","28,675.0","215.00K","0.28%"
"Mar 13, 2019","28,817.0","28,918.0","28,966.0","28,710.0","218.91K","-0.30%"
"Mar 12, 2019","28,905.0","28,480.0","28,990.0","28,445.0","201.20K","1.47%"
"Mar 11, 2019","28,485.0","28,240.0","28,530.0","28,016.0","216.83K","0.88%"
"Mar 08, 2019","28,236.0","28,745.0","28,782.0","28,176.0","245.41K","-1.70%"
"Mar 07, 2019","28,723.0","29,030.0","29,093.0","28,723.0","224.13K","-1.05%"
"Mar 06, 2019","29,029.0","28,897.0","29,086.0","28,846.0","204.77K","0.48%"
"Mar 05, 2019","28,890.0","28,880.0","28,989.0","28,617.0","244.48K","0.02%"
"Mar 04, 2019","28,885.0","28,740.0","29,255.0","28,642.0","230.36K","0.54%"
"Mar 01, 2019","28,730.0","28,684.0","28,840.0","28,580.0","194.90K","0.22%"
"Feb 28, 2019","28,666.0","28,732.0","28,913.0","28,563.0","217.50K","-0.69%"
"Feb 27, 2019","28,864.0","28,728.0","28,959.0","28,685.0","33.77K","0.48%"
"Feb 26, 2019","28,727.0","28,912.0","29,114.0","28,702.0","226.03K","-0.56%"
"Feb 25, 2019","28,890.0","28,866.0","29,018.0","28,740.0","291.72K","0.29%"
"Feb 22, 2019","28,806.0","28,653.0","28,864.0","28,417.0","243.02K","0.53%"
"Feb 21, 2019","28,655.0","28,515.0","28,799.0","28,363.0","229.60K","0.51%"
"Feb 20, 2019","28,510.0","28,145.0","28,573.0","28,038.0","194.99K","1.26%"
"Feb 19, 2019","28,155.0","28,323.0","28,448.0","28,128.0","171.90K","-0.63%"
"Feb 18, 2019","28,334.0","27,880.0","28,384.0","27,879.0","161.27K","1.68%"
"Feb 15, 2019","27,867.0","28,329.0","28,397.0","27,781.0","198.44K","-1.67%"
"Feb 14, 2019","28,339.0","28,393.0","28,498.0","28,218.0","181.17K","-0.21%"
"Feb 13, 2019","28,400.0","28,117.0","28,509.0","28,102.0","180.50K","0.98%"
"Feb 12, 2019","28,123.0","28,144.0","28,220.0","27,916.0","149.57K","-0.02%"
"Feb 11, 2019","28,130.0","27,957.0","28,158.0","27,758.0","146.73K","0.64%"
"Feb 08, 2019","27,951.0","27,662.0","27,960.0","27,450.0","110.64K","0.42%"
"Feb 06, 2019","27,833.0","27,833.0","27,833.0","27,833.0","-","0.03%"
"Feb 04, 2019","27,826.0","27,855.0","27,950.0","27,726.0","64.91K","-0.13%"
"Feb 01, 2019","27,862.0","28,012.0","28,200.0","27,743.0","169.00K","-0.69%"
"Jan 31, 2019","28,055.0","27,648.0","28,075.0","27,625.0","177.79K","1.83%"
"Jan 30, 2019","27,552.0","27,567.0","27,666.0","27,375.0","31.02K","-0.05%"
"Jan 29, 2019","27,566.0","27,557.0","27,620.0","27,325.0","186.76K","0.03%"
"Jan 28, 2019","27,557.0","27,618.0","27,814.0","27,453.0","234.93K","-0.16%"
"Jan 25, 2019","27,602.0","27,112.0","27,618.0","27,104.0","242.21K","1.87%"
"Jan 24, 2019","27,096.0","27,018.0","27,164.0","26,872.0","195.64K","0.41%"
"Jan 23, 2019","26,985.0","27,006.0","27,160.0","26,875.0","201.37K","-0.07%"
"Jan 22, 2019","27,003.0","27,201.0","27,271.0","26,835.0","197.12K","-0.87%"
"Jan 21, 2019","27,240.0","27,102.0","27,361.0","27,013.0","191.14K","0.52%"
"Jan 18, 2019","27,100.0","26,785.0","27,144.0","26,764.0","187.74K","1.24%"
"Jan 17, 2019","26,769.0","26,890.0","27,041.0","26,666.0","236.85K","-0.51%"
"Jan 16, 2019","26,905.0","26,731.0","26,938.0","26,559.0","199.00K","0.57%"
"Jan 15, 2019","26,752.0","26,302.0","26,874.0","26,254.0","222.86K","1.71%"
"Jan 14, 2019","26,302.0","26,706.0","26,738.0","26,164.0","180.42K","-1.48%"
"Jan 11, 2019","26,696.0","26,464.0","26,746.0","26,461.0","200.76K","0.85%"
"Jan 10, 2019","26,470.0","26,518.0","26,636.0","26,228.0","232.70K","-0.17%"
"Jan 09, 2019","26,515.0","25,917.0","26,652.0","25,915.0","229.68K","2.36%"
"Jan 08, 2019","25,903.0","25,835.0","26,006.0","25,713.0","197.70K","0.15%"
"Jan 07, 2019","25,865.0","25,600.0","26,098.0","25,588.0","201.56K","1.03%"
"Jan 04, 2019","25,601.0","25,055.0","25,659.0","24,893.0","241.65K","2.17%"
"Jan 03, 2019","25,057.0","25,030.0","25,363.0","24,876.0","214.87K","0.33%"
"Jan 02, 2019","24,975.0","25,856.0","25,868.0","24,975.0","192.59K","-3.40%"
"Dec 31, 2018","25,854.0","25,588.0","26,000.0","25,545.0","95.33K","1.37%"
"Dec 28, 2018","25,504.0","25,355.0","25,584.0","25,216.0","44.10K","0.43%"
"Dec 27, 2018","25,394.0","25,880.0","25,940.0","25,322.0","152.99K","-0.91%"
"Dec 24, 2018","25,626.0","25,645.0","25,806.0","25,400.0","158.49K","-0.12%"
"Dec 21, 2018","25,657.0","25,569.0","25,793.0","25,307.0","265.91K","0.48%"
"Dec 20, 2018","25,534.0","25,918.0","26,094.0","25,374.0","245.61K","-1.50%"
"Dec 19, 2018","25,923.0","25,852.0","26,018.0","25,784.0","170.80K","0.40%"
"Dec 18, 2018","25,820.0","26,098.0","26,193.0","25,700.0","235.51K","-0.99%"
"Dec 17, 2018","26,077.0","26,028.0","26,231.0","25,920.0","174.64K","0.14%"
"Dec 14, 2018","26,040.0","26,515.0","26,515.0","26,020.0","178.71K","-1.84%"
"Dec 13, 2018","26,529.0","26,245.0","26,626.0","26,245.0","210.35K","1.11%"
"Dec 12, 2018","26,238.0","25,714.0","26,275.0","25,710.0","206.95K","2.03%"
"Dec 11, 2018","25,715.0","25,740.0","25,862.0","25,403.0","207.09K","0.04%"
"Dec 10, 2018","25,704.0","26,096.0","26,369.0","25,551.0","206.14K","-1.42%"
"Dec 07, 2018","26,075.0","26,130.0","26,308.0","25,814.0","206.33K","-0.32%"
"Dec 06, 2018","26,160.0","26,790.0","26,905.0","26,006.0","234.13K","-2.26%"
"Dec 05, 2018","26,765.0","27,266.0","27,296.0","26,724.0","198.79K","-1.86%"
"Dec 04, 2018","27,271.0","27,278.0","27,329.0","27,041.0","229.93K","-0.05%"
"Dec 03, 2018","27,284.0","26,525.0","27,326.0","26,435.0","230.27K","2.84%"
"Nov 30, 2018","26,531.0","26,441.0","26,730.0","26,321.0","241.92K","-0.22%"
"Nov 29, 2018","26,590.0","26,612.0","26,946.0","26,523.0","36.89K","-0.08%"
"Nov 28, 2018","26,612.0","26,338.0","26,722.0","26,197.0","196.86K","1.36%"
"Nov 27, 2018","26,256.0","26,404.0","26,512.0","26,138.0","270.86K","-0.55%"
"Nov 26, 2018","26,402.0","25,876.0","26,427.0","25,772.0","260.68K","1.96%"
"Nov 23, 2018","25,895.0","25,927.0","26,036.0","25,755.0","187.42K","-0.14%"
"Nov 22, 2018","25,931.0","25,916.0","26,204.0","25,810.0","208.52K","0.11%"
"Nov 21, 2018","25,903.0","25,775.0","25,976.0","25,414.0","278.77K","0.42%"
"Nov 20, 2018","25,794.0","26,280.0","26,317.0","25,700.0","238.24K","-1.89%"
"Nov 19, 2018","26,290.0","26,107.0","26,378.0","25,958.0","245.69K","0.67%"
"Nov 16, 2018","26,115.0","26,034.0","26,193.0","25,785.0","269.55K","0.26%"
"Nov 15, 2018","26,047.0","25,538.0","26,136.0","25,476.0","275.74K","1.93%"
"Nov 14, 2018","25,554.0","25,807.0","25,993.0","25,430.0","256.31K","-1.10%"
"Nov 13, 2018","25,837.0","25,546.0","25,859.0","25,006.0","304.80K","1.12%"
"Nov 12, 2018","25,551.0","25,461.0","25,753.0","25,312.0","232.11K","0.35%"
"Nov 09, 2018","25,462.0","26,204.0","26,229.0","25,407.0","234.98K","-2.91%"
"Nov 08, 2018","26,224.0","26,164.0","26,614.0","26,104.0","234.77K","0.24%"
"Nov 07, 2018","26,161.0","26,032.0","26,524.0","25,861.0","299.74K","0.48%"
"Nov 06, 2018","26,036.0","25,886.0","26,166.0","25,799.0","238.35K","0.54%"
"Nov 05, 2018","25,897.0","26,486.0","26,758.0","25,720.0","300.02K","-2.25%"
"Nov 02, 2018","26,493.0","25,350.0","26,502.0","25,323.0","330.52K","4.54%"
"Nov 01, 2018","25,342.0","24,919.0","25,516.0","24,858.0","262.46K","1.73%"
"Oct 31, 2018","24,911.0","24,578.0","24,961.0","24,474.0","268.86K","0.76%"
"Oct 30, 2018","24,722.0","24,771.0","25,041.0","24,572.0","54.55K","-0.17%"
"Oct 29, 2018","24,765.0","24,634.0","24,997.0","24,457.0","275.22K","0.44%"
"Oct 26, 2018","24,657.0","24,893.0","25,146.0","24,526.0","342.46K","-0.96%"
"Oct 25, 2018","24,896.0","25,205.0","25,408.0","24,601.0","338.50K","-1.25%"
"Oct 24, 2018","25,212.0","25,305.0","25,654.0","25,050.0","375.66K","-0.49%"
"Oct 23, 2018","25,336.0","26,134.0","26,163.0","25,266.0","316.39K","-3.05%"
"Oct 22, 2018","26,132.0","25,474.0","26,222.0","25,382.0","298.40K","2.65%"
"Oct 19, 2018","25,457.0","25,402.0","25,723.0","25,046.0","312.86K","0.20%"
"Oct 18, 2018","25,407.0","25,380.0","25,775.0","25,211.0","251.21K","0.08%"
"Oct 16, 2018","25,387.0","25,340.0","25,680.0","25,208.0","258.27K","0.17%"
"Oct 15, 2018","25,343.0","25,676.0","25,777.0","25,330.0","233.34K","-1.35%"
"Oct 12, 2018","25,690.0","25,186.0","25,788.0","25,080.0","322.93K","2.00%"
"Oct 11, 2018","25,187.0","26,173.0","26,256.0","25,123.0","309.25K","-3.74%"
"Oct 10, 2018","26,165.0","26,061.0","26,470.0","25,947.0","264.34K","0.40%"
"Oct 09, 2018","26,060.0","26,147.0","26,342.0","25,971.0","262.29K","-0.33%"
"Oct 08, 2018","26,147.0","26,459.0","26,771.0","26,128.0","263.45K","-1.18%"
"Oct 05, 2018","26,459.0","26,556.0","26,632.0","26,243.0","202.56K","-0.39%"
"Oct 04, 2018","26,563.0","27,019.0","27,175.0","26,490.0","203.63K","-1.83%"
"Oct 03, 2018","27,057.0","26,991.0","27,252.0","26,871.0","212.17K","0.23%"
"Oct 02, 2018","26,994.0","27,874.0","27,874.0","26,991.0","222.33K","-3.17%"
"Sep 28, 2018","27,877.0","27,707.0","27,935.0","27,649.0","221.52K","0.49%"
"Sep 27, 2018","27,742.0","27,823.0","27,929.0","27,710.0","41.97K","-0.27%"
"Sep 26, 2018","27,818.0","27,460.0","28,037.0","27,393.0","230.94K","1.29%"
"Sep 24, 2018","27,465.0","27,945.0","27,945.0","27,388.0","192.25K","-1.70%"
"Sep 21, 2018","27,940.0","27,456.0","27,982.0","27,456.0","282.99K","1.75%"
"Sep 20, 2018","27,459.0","27,403.0","27,625.0","27,294.0","245.71K","0.18%"
"Sep 19, 2018","27,411.0","27,051.0","27,494.0","27,017.0","240.23K","1.37%"
"Sep 18, 2018","27,041.0","26,890.0","27,169.0","26,605.0","275.78K","0.56%"
"Sep 17, 2018","26,891.0","27,265.0","27,282.0","26,711.0","225.06K","-1.34%"
"Sep 14, 2018","27,255.0","26,983.0","27,345.0","26,959.0","254.68K","0.99%"
"Sep 13, 2018","26,987.0","26,328.0","27,040.0","26,222.0","275.97K","2.45%"
"Sep 12, 2018","26,341.0","26,286.0","26,436.0","26,020.0","272.07K","0.14%"
"Sep 11, 2018","26,305.0","26,640.0","26,711.0","26,290.0","247.15K","-1.22%"
"Sep 10, 2018","26,631.0","26,858.0","26,892.0","26,356.0","250.76K","-0.76%"
"Sep 07, 2018","26,835.0","26,988.0","27,165.0","26,584.0","280.54K","-0.56%"
"Sep 06, 2018","26,986.0","27,119.0","27,224.0","26,768.0","267.99K","-0.44%"
"Sep 05, 2018","27,104.0","27,877.0","27,877.0","27,100.0","258.15K","-2.79%"
"Sep 04, 2018","27,882.0","27,646.0","27,950.0","27,452.0","209.06K","0.86%"
"Sep 03, 2018","27,645.0","27,747.0","27,860.0","27,516.0","182.63K","-0.43%"
"Aug 31, 2018","27,765.0","28,063.0","28,069.0","27,634.0","193.67K","-1.68%"
"Aug 30, 2018","28,239.0","28,341.0","28,574.0","28,227.0","28.13K","-0.37%"
"Aug 29, 2018","28,345.0","28,285.0","28,474.0","28,190.0","139.16K","0.19%"
"Aug 28, 2018","28,292.0","28,255.0","28,549.0","28,201.0","219.45K","0.14%"
"Aug 27, 2018","28,252.0","27,594.0","28,273.0","27,520.0","210.85K","2.38%"
"Aug 24, 2018","27,595.0","27,699.0","27,782.0","27,447.0","200.22K","-0.33%"
"Aug 23, 2018","27,687.0","27,865.0","27,982.0","27,580.0","202.77K","-0.60%"
"Aug 22, 2018","27,855.0","27,629.0","27,907.0","27,498.0","209.06K","0.83%"
"Aug 21, 2018","27,627.0","27,519.0","27,700.0","27,432.0","187.50K","0.39%"
"Aug 20, 2018","27,519.0","27,135.0","27,555.0","26,875.0","221.84K","1.41%"
"Aug 17, 2018","27,136.0","27,063.0","27,332.0","27,005.0","183.08K","0.34%"
"Aug 16, 2018","27,044.0","27,219.0","27,366.0","26,642.0","295.77K","-0.69%"
"Aug 15, 2018","27,231.0","27,623.0","27,728.0","27,150.0","215.69K","-1.47%"
"Aug 14, 2018","27,637.0","27,881.0","28,024.0","27,444.0","214.99K","-0.83%"
"Aug 13, 2018","27,867.0","28,221.0","28,266.0","27,704.0","201.64K","-1.23%"
"Aug 10, 2018","28,213.0","28,536.0","28,646.0","28,173.0","174.99K","-1.11%"
"Aug 09, 2018","28,531.0","28,226.0","28,659.0","28,060.0","207.74K","1.05%"
"Aug 08, 2018","28,234.0","28,218.0","28,374.0","28,142.0","187.09K","0.11%"
"Aug 07, 2018","28,204.0","27,720.0","28,234.0","27,701.0","208.78K","1.72%"
"Aug 06, 2018","27,728.0","27,609.0","28,016.0","27,609.0","217.63K","0.42%"
"Aug 03, 2018","27,613.0","27,581.0","27,758.0","27,444.0","201.31K","0.03%"
"Aug 02, 2018","27,605.0","28,284.0","28,334.0","27,500.0","245.58K","-2.44%"
"Aug 01, 2018","28,295.0","28,450.0","28,828.0","28,163.0","214.39K","-0.49%"
"Jul 31, 2018","28,433.0","28,679.0","28,793.0","28,423.0","173.58K","-0.74%"
"Jul 30, 2018","28,644.0","28,715.0","28,837.0","28,582.0","29.41K","-0.30%"
"Jul 27, 2018","28,729.0","28,745.0","28,836.0","28,587.0","170.08K","-0.05%"
"Jul 26, 2018","28,743.0","28,912.0","29,113.0","28,616.0","239.32K","-0.57%"
"Jul 25, 2018","28,909.0","28,645.0","28,973.0","28,645.0","216.58K","0.93%"
"Jul 24, 2018","28,643.0","28,212.0","28,713.0","28,164.0","187.23K","1.54%"
"Jul 23, 2018","28,209.0","28,238.0","28,382.0","28,019.0","223.83K","-0.05%"
"Jul 20, 2018","28,224.0","28,026.0","28,299.0","27,732.0","251.67K","0.66%"
"Jul 19, 2018","28,039.0","28,087.0","28,315.0","27,954.0","192.11K","-0.14%"
"Jul 18, 2018","28,077.0","28,208.0","28,410.0","28,012.0","204.55K","-0.41%"
"Jul 17, 2018","28,194.0","28,513.0","28,534.0","28,121.0","186.60K","-1.11%"
"Jul 16, 2018","28,510.0","28,548.0","28,702.0","28,300.0","200.19K","-0.17%"
"Jul 13, 2018","28,558.0","28,500.0","28,769.0","28,460.0","170.94K","0.25%"
"Jul 12, 2018","28,487.0","28,295.0","28,632.0","28,162.0","203.61K","0.70%"
"Jul 11, 2018","28,288.0","28,619.0","28,699.0","27,892.0","241.93K","-1.27%"
"Jul 10, 2018","28,653.0","28,721.0","29,013.0","28,560.0","227.88K","-0.25%"
"Jul 09, 2018","28,725.0","28,190.0","28,849.0","28,089.0","220.22K","1.79%"
"Jul 06, 2018","28,220.0","28,193.0","28,493.0","27,820.0","305.85K","0.08%"
"Jul 05, 2018","28,197.0","28,047.0","28,260.0","27,720.0","253.64K","0.54%"
"Jul 04, 2018","28,046.0","28,335.0","28,487.0","27,928.0","240.71K","-0.96%"
"Jul 03, 2018","28,317.0","28,713.0","28,755.0","27,775.0","305.87K","-1.42%"
"Jun 29, 2018","28,726.0","28,254.0","28,765.0","28,118.0","228.14K","1.14%"
"Jun 28, 2018","28,401.0","28,380.0","28,700.0","28,302.0","45.17K","0.10%"
"Jun 27, 2018","28,372.0","28,952.0","29,047.0","28,275.0","231.06K","-1.98%"
"Jun 26, 2018","28,945.0","28,977.0","29,033.0","28,476.0","324.74K","-0.03%"
"Jun 25, 2018","28,953.0","29,341.0","29,453.0","28,864.0","266.57K","-1.30%"
"Jun 22, 2018","29,335.0","29,265.0","29,427.0","29,007.0","262.12K","0.13%"
"Jun 21, 2018","29,296.0","29,713.0","29,860.0","29,234.0","270.06K","-1.24%"
"Jun 20, 2018","29,665.0","29,407.0","29,969.0","29,304.0","278.61K","1.00%"
"Jun 19, 2018","29,371.0","30,260.0","30,295.0","29,267.0","269.26K","-2.93%"
"Jun 15, 2018","30,259.0","30,431.0","30,576.0","30,220.0","199.77K","-0.50%"
"Jun 14, 2018","30,412.0","30,750.0","30,824.0","30,270.0","212.27K","-1.08%"
"Jun 13, 2018","30,743.0","31,040.0","31,045.0","30,637.0","167.08K","-0.96%"
"Jun 12, 2018","31,042.0","31,043.0","31,237.0","30,873.0","191.08K","-0.00%"
"Jun 11, 2018","31,043.0","30,846.0","31,120.0","30,818.0","175.75K","0.66%"
"Jun 08, 2018","30,840.0","31,510.0","31,513.0","30,798.0","201.30K","-2.20%"
"Jun 07, 2018","31,535.0","31,223.0","31,544.0","31,154.0","182.87K","1.07%"
"Jun 06, 2018","31,201.0","31,083.0","31,277.0","30,946.0","186.80K","0.44%"
"Jun 05, 2018","31,063.0","30,908.0","31,163.0","30,812.0","191.28K","0.53%"
"Jun 04, 2018","30,899.0","30,377.0","30,950.0","30,364.0","183.54K","1.66%"
"Jun 01, 2018","30,395.0","30,495.0","30,495.0","30,239.0","208.27K","-0.33%"
"May 31, 2018","30,497.0","29,871.0","30,513.0","29,847.0","208.07K","1.47%"
"May 30, 2018","30,055.0","30,416.0","30,486.0","29,982.0","40.19K","-1.21%"
"May 29, 2018","30,424.0","30,644.0","30,711.0","30,418.0","134.07K","-1.09%"
"May 28, 2018","30,760.0","30,655.0","30,858.0","30,485.0","205.58K","0.38%"
"May 25, 2018","30,644.0","30,701.0","30,762.0","30,376.0","242.84K","-0.18%"
"May 24, 2018","30,699.0","30,551.0","30,768.0","30,485.0","210.12K","0.50%"
"May 23, 2018","30,545.0","31,227.0","31,288.0","30,522.0","205.11K","-2.18%"
"May 21, 2018","31,226.0","30,908.0","31,407.0","30,747.0","185.74K","1.07%"
"May 18, 2018","30,896.0","30,862.0","31,077.0","30,782.0","185.58K","0.05%"
"May 17, 2018","30,880.0","30,917.0","31,320.0","30,817.0","202.80K","-0.17%"
"May 16, 2018","30,934.0","30,996.0","31,085.0","30,641.0","226.15K","-0.18%"
"May 15, 2018","30,990.0","31,472.0","31,499.0","30,958.0","182.41K","-1.48%"
"May 14, 2018","31,456.0","31,083.0","31,475.0","31,037.0","186.05K","1.16%"
"May 11, 2018","31,094.0","30,680.0","31,143.0","30,626.0","210.60K","1.35%"
"May 10, 2018","30,680.0","30,420.0","30,700.0","30,296.0","201.51K","0.86%"
"May 09, 2018","30,418.0","30,197.0","30,420.0","30,022.0","226.97K","0.72%"
"May 08, 2018","30,202.0","29,754.0","30,265.0","29,679.0","209.30K","1.50%"
"May 07, 2018","29,757.0","29,759.0","30,046.0","29,575.0","252.23K","-0.08%"
"May 04, 2018","29,780.0","30,076.0","30,169.0","29,644.0","268.16K","-0.92%"
"May 03, 2018","30,056.0","30,567.0","30,589.0","29,901.0","239.02K","-1.63%"
"May 02, 2018","30,555.0","30,674.0","30,696.0","30,392.0","202.71K","-0.36%"
"Apr 30, 2018","30,665.0","30,042.0","30,724.0","30,017.0","153.44K","1.71%"
"Apr 27, 2018","30,150.0","30,044.0","30,310.0","30,030.0","28.98K","0.38%"
"Apr 26, 2018","30,037.0","30,185.0","30,455.0","29,837.0","219.81K","-0.47%"
"Apr 25, 2018","30,179.0","30,642.0","30,782.0","30,179.0","291.45K","-1.49%"
"Apr 24, 2018","30,637.0","30,238.0","30,700.0","30,165.0","276.68K","1.30%"
"Apr 23, 2018","30,243.0","30,368.0","30,502.0","30,145.0","247.55K","-0.38%"
"Apr 20, 2018","30,358.0","30,756.0","30,879.0","30,317.0","242.03K","-1.30%"
"Apr 19, 2018","30,758.0","30,329.0","30,791.0","30,214.0","234.08K","1.47%"
"Apr 18, 2018","30,313.0","30,060.0","30,509.0","29,955.0","254.19K","0.86%"
"Apr 17, 2018","30,055.0","30,189.0","30,527.0","29,992.0","235.25K","-0.41%"
"Apr 16, 2018","30,180.0","30,876.0","31,000.0","30,158.0","218.86K","-2.23%"
"Apr 13, 2018","30,867.0","30,748.0","31,080.0","30,706.0","174.33K","0.33%"
"Apr 12, 2018","30,767.0","30,897.0","31,151.0","30,605.0","213.28K","-0.40%"
"Apr 11, 2018","30,891.0","30,743.0","31,000.0","30,624.0","187.28K","0.42%"
