TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0018560917059254097,0.0014801102486111761,0.12988767705813448,0.0018852795374079765,0.0015631430648445587,0.13698123783186295,0.012630862270445381,0.011619863444887251,1.0198808033038895
