TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0012237474965778098,0.0009693742845057543,0.10048835893295131,0.005534383744645752,0.005210279392908058,0.5405563998255746,0.007795834563969714,0.007127406037563317,0.739919931964652
