TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0024756827982833633,0.002030041434598205,0.2727134836464677,0.0012208924231586617,0.0009031465009428175,0.11893031045924188,0.008786302983761153,0.006832028851152938,0.892205188023484
