TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.154098093990881,0.10881544754715226,0.10084987596715506,0.34140854417826527,0.31105735202861234,0.28681150581117343,2.8087952657687567,2.7113012526463027,2.504432218485955
