TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.002402296862727306,0.0022111928781301717,0.1532627941635379,0.005203361401921549,0.00443755823304168,0.3055155581247795,0.005604837153032466,0.004645808324142224,0.32034169609820357
