TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0022513483327772344,0.0016620640675980237,0.11501981657132819,0.0023999365451295913,0.0020500053248763755,0.14163298879103445,0.0058765017172105905,0.004940948646996255,0.3404608638618573
