TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0018544259753417401,0.0015055335568113835,0.13238285235878477,0.001991761643701611,0.0017848645586223267,0.1574800988779331,0.012423018357070454,0.011282261869908326,0.9899915485091961
