TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.00697225655885174,0.0059673867451534605,0.4720080887323926,0.016007288540642612,0.015483631254044257,1.220477522090049,0.04643961459052083,0.04561341421585546,3.5928317713725457
