TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0026594329560796536,0.0019376970408445107,0.15191252642687988,0.004800218155868827,0.0039612526541472825,0.31285167880931514,0.04539036107716236,0.044507270458555334,3.506054577481299
