TimeLags,RMSE,MAE,MAPE,RMSE_BP,MAE_BP,MAPE_BP,RMSE_SVR,MAE_SVR,MAPE_SVR
10,0.0023869640110929344,0.001769651027899947,0.2336239269850004,0.0025938828297804336,0.002101506611752375,0.2818456055643111,0.008624887783016405,0.006623473501834307,0.8646764534972574
