时间,车辆编号,往行1/复行0,站点号,前门0/后门1,上车人数,下车人数
2018/11/1 7:06,4937,1,15,0,0,0
2018/11/1 7:06,4921,0,12,1,0,0
2018/11/1 7:06,4920,0,4,1,0,1
2018/11/1 7:06,4937,1,15,1,0,1
2018/11/1 7:06,4918,0,6,0,3,0
2018/11/1 7:06,4918,0,6,1,0,1
2018/11/1 7:06,4909,1,8,0,3,0
2018/11/1 7:06,4933,1,4,0,4,0
2018/11/1 7:06,4919,0,2,0,6,1
2018/11/1 7:06,4919,0,2,1,0,0
2018/11/1 7:07,4913,1,1,0,0,5
2018/11/1 7:07,4938,1,12,0,1,0
2018/11/1 7:07,4913,1,1,1,0,22
2018/11/1 7:07,4912,1,6,0,1,1
2018/11/1 7:07,4912,1,6,1,0,2
2018/11/1 7:07,4922,1,2,0,3,0
2018/11/1 7:07,4922,1,2,1,0,0
2018/11/1 7:07,4914,1,22,0,0,0
2018/11/1 7:07,4914,1,22,1,2,16
2018/11/1 7:07,4913,1,1,0,0,0
2018/11/1 7:07,4909,1,9,0,4,0
2018/11/1 7:07,4909,1,9,1,0,8
2018/11/1 7:07,4913,1,1,1,0,7
2018/11/1 7:07,4910,0,15,0,4,0
2018/11/1 7:07,4920,0,5,0,2,1
2018/11/1 7:07,4920,0,5,1,0,0
2018/11/1 7:08,4924,1,2,0,0,0
2018/11/1 7:08,4913,1,1,0,0,0
2018/11/1 7:08,4924,1,2,1,0,0
2018/11/1 7:08,4913,1,1,1,0,0
2018/11/1 7:08,4934,1,16,0,1,1
2018/11/1 7:08,4934,1,16,1,0,0
2018/11/1 7:08,4909,1,10,0,2,0
2018/11/1 7:08,4923,1,16,0,0,0
2018/11/1 7:08,4933,1,5,0,0,0
2018/11/1 7:08,4923,1,16,1,0,6
2018/11/1 7:08,4933,1,5,1,0,2
2018/11/1 7:08,4918,0,7,0,6,1
2018/11/1 7:08,4913,1,1,0,0,0
2018/11/1 7:08,4918,0,7,1,0,7
2018/11/1 7:08,4913,1,1,1,0,0
2018/11/1 7:08,4921,0,13,0,0,0
2018/11/1 7:08,4921,0,13,1,0,0
2018/11/1 7:09,4920,0,6,0,0,0
2018/11/1 7:09,4913,1,1,0,0,0
2018/11/1 7:09,4920,0,6,1,0,0
2018/11/1 7:09,4937,1,16,0,0,0
2018/11/1 7:09,4919,0,3,0,8,0
2018/11/1 7:09,4938,1,13,0,8,1
2018/11/1 7:09,4919,0,3,1,0,0
2018/11/1 7:09,4916,0,10,0,14,0
2018/11/1 7:09,4913,1,1,1,0,0
2018/11/1 7:09,4937,1,16,1,0,6
2018/11/1 7:09,4930,0,16,0,4,1
2018/11/1 7:09,4938,1,13,1,0,3
2018/11/1 7:09,4916,0,10,1,0,0
2018/11/1 7:09,4930,0,16,1,0,3
2018/11/1 7:09,4924,1,3,0,0,0
2018/11/1 7:09,4924,1,3,1,0,0
2018/11/1 7:09,4933,1,6,0,0,0
2018/11/1 7:09,4910,0,16,0,1,0
2018/11/1 7:09,4910,0,16,1,0,6
2018/11/1 7:09,4913,1,1,0,0,0
2018/11/1 7:09,4913,1,1,1,0,0
2018/11/1 7:09,4927,1,1,0,33,1
2018/11/1 7:09,4927,1,1,1,0,0
2018/11/1 7:09,4922,1,3,0,22,0
2018/11/1 7:09,4922,1,3,1,0,0
2018/11/1 7:09,4912,1,7,0,9,0
2018/11/1 7:09,4912,1,7,1,0,14
2018/11/1 7:10,4914,1,23,0,0,0
2018/11/1 7:10,4914,1,23,1,1,2
2018/11/1 7:10,4913,1,1,0,0,0
2018/11/1 7:10,4921,0,14,0,1,1
2018/11/1 7:10,4913,1,1,1,0,0
2018/11/1 7:10,4921,0,14,1,0,0
2018/11/1 7:10,4916,0,11,0,2,1
2018/11/1 7:10,4916,0,11,1,0,1
2018/11/1 7:10,4938,1,14,0,7,0
2018/11/1 7:10,4938,1,14,1,0,1
2018/11/1 7:10,4909,1,11,0,0,0
2018/11/1 7:10,4930,0,17,0,5,0
2018/11/1 7:10,4909,1,11,1,0,6
2018/11/1 7:10,4930,0,17,1,1,4
2018/11/1 7:10,4913,1,1,0,2,4
2018/11/1 7:10,4910,0,17,0,2,0
2018/11/1 7:10,4913,1,1,1,0,0
2018/11/1 7:10,4925,0,1,1,0,80
2018/11/1 7:10,4925,0,1,0,75,5
2018/11/1 7:10,4918,0,8,0,5,0
2018/11/1 7:11,4918,0,8,1,0,0
2018/11/1 7:11,4913,1,1,0,0,0
2018/11/1 7:11,4928,0,1,0,5,0
2018/11/1 7:11,4934,1,17,0,1,0
2018/11/1 7:11,4928,0,1,1,0,0
2018/11/1 7:11,4934,1,17,1,0,0
2018/11/1 7:11,4923,1,17,0,0,0
2018/11/1 7:11,4923,1,17,1,0,1
2018/11/1 7:11,4919,0,4,0,12,1
2018/11/1 7:11,4919,0,4,1,0,0
2018/11/1 7:11,4938,1,15,0,4,0
2018/11/1 7:11,4938,1,15,1,0,1
2018/11/1 7:11,4937,1,17,0,0,0
2018/11/1 7:11,4937,1,17,1,0,3
2018/11/1 7:11,4920,0,7,0,9,1
2018/11/1 7:11,4921,0,15,0,2,1
2018/11/1 7:11,4920,0,7,1,0,2
2018/11/1 7:11,4921,0,15,1,0,3
2018/11/1 7:11,4924,1,4,0,1,0
2018/11/1 7:11,4927,1,2,0,3,0
2018/11/1 7:11,4928,0,1,0,2,0
2018/11/1 7:11,4909,1,12,0,9,0
2018/11/1 7:11,4924,1,4,1,0,0
2018/11/1 7:11,4927,1,2,1,0,0
2018/11/1 7:11,4928,0,1,1,0,0
2018/11/1 7:11,4933,1,7,0,9,0
2018/11/1 7:11,4909,1,12,1,0,3
2018/11/1 7:11,4933,1,7,1,1,11
2018/11/1 7:12,4922,1,4,0,14,1
2018/11/1 7:12,4922,1,4,1,1,4
2018/11/1 7:12,4928,0,1,0,1,0
2018/11/1 7:12,4928,0,1,1,0,0
2018/11/1 7:12,4911,0,1,0,14,0
2018/11/1 7:12,4911,0,1,1,0,0
2018/11/1 7:12,4912,1,8,0,5,1
2018/11/1 7:12,4916,0,12,0,4,2
2018/11/1 7:12,4919,0,5,0,2,0
2018/11/1 7:12,4916,0,12,1,0,0
2018/11/1 7:12,4928,0,1,0,0,0
2018/11/1 7:12,4930,0,18,0,2,0
2018/11/1 7:12,4918,0,9,0,9,0
2018/11/1 7:12,4934,1,18,0,0,0
2018/11/1 7:12,4934,1,18,1,0,0
2018/11/1 7:12,4930,0,18,1,0,5
2018/11/1 7:12,4918,0,9,1,0,3
2018/11/1 7:12,4910,0,18,0,6,0
2018/11/1 7:13,4922,1,5,0,0,0
2018/11/1 7:13,4922,1,5,1,0,1
2018/11/1 7:13,4928,0,1,0,2,0
2018/11/1 7:13,4936,1,1,0,19,0
2018/11/1 7:13,4927,1,3,0,10,0
2018/11/1 7:13,4927,1,3,1,0,2
2018/11/1 7:13,4924,1,5,0,6,0
2018/11/1 7:13,4924,1,5,1,0,4
2018/11/1 7:13,4938,1,16,0,1,0
2018/11/1 7:13,4928,0,1,0,4,0
2018/11/1 7:13,4919,0,6,0,0,0
2018/11/1 7:13,4919,0,6,1,0,1
2018/11/1 7:13,4928,0,1,1,0,0
2018/11/1 7:13,4909,1,13,0,6,0
2018/11/1 7:13,4923,1,18,0,0,1
2018/11/1 7:13,4923,1,18,1,0,4
2018/11/1 7:13,4911,0,2,0,10,1
2018/11/1 7:13,4920,0,8,0,11,0
2018/11/1 7:13,4937,1,18,0,0,0
2018/11/1 7:13,4937,1,18,1,0,3
2018/11/1 7:14,4933,1,8,0,2,1
2018/11/1 7:14,4933,1,8,1,0,1
2018/11/1 7:14,4921,0,16,0,13,0
2018/11/1 7:14,4928,0,1,0,0,0
2018/11/1 7:14,4921,0,16,1,0,7
2018/11/1 7:14,4928,0,1,1,0,0
2018/11/1 7:14,4912,1,9,0,14,0
2018/11/1 7:14,4912,1,9,1,1,3
2018/11/1 7:14,4910,0,19,0,4,0
2018/11/1 7:14,4930,0,19,0,4,0
2018/11/1 7:14,4930,0,19,1,0,4
2018/11/1 7:14,4924,1,6,0,3,0
2018/11/1 7:14,4934,1,19,0,2,0
2018/11/1 7:14,4934,1,19,1,0,0
2018/11/1 7:14,4924,1,6,1,0,1
2018/11/1 7:14,4928,0,1,0,3,0
2018/11/1 7:14,4916,0,13,0,3,1
2018/11/1 7:14,4928,0,1,1,0,0
2018/11/1 7:14,4916,0,13,1,0,1
2018/11/1 7:14,4928,0,1,0,3,0
2018/11/1 7:14,4928,0,1,1,0,0
2018/11/1 7:15,4910,0,20,0,0,0
2018/11/1 7:15,4910,0,20,1,0,12
2018/11/1 7:15,4922,1,6,0,2,0
2018/11/1 7:15,4912,1,10,0,3,0
2018/11/1 7:15,4909,1,14,0,1,0
2018/11/1 7:15,4922,1,6,1,0,0
2018/11/1 7:15,4933,1,9,0,2,0
2018/11/1 7:15,4912,1,10,1,0,6
2018/11/1 7:15,4918,0,10,0,4,0
2018/11/1 7:15,4918,0,10,1,0,5
2018/11/1 7:15,4936,1,2,0,7,0
2018/11/1 7:15,4936,1,2,1,0,0
2018/11/1 7:15,4919,0,7,0,5,0
2018/11/1 7:15,4919,0,7,1,1,4
2018/11/1 7:15,4923,1,19,0,0,0
2018/11/1 7:16,4923,1,19,1,0,0
2018/11/1 7:16,4937,1,19,0,0,0
2018/11/1 7:16,4937,1,19,1,0,0
2018/11/1 7:16,4933,1,10,0,0,0
2018/11/1 7:16,4928,0,2,0,4,1
2018/11/1 7:16,4938,1,17,0,0,0
2018/11/1 7:16,4928,0,2,1,0,0
2018/11/1 7:16,4938,1,17,1,0,9
2018/11/1 7:16,4934,1,20,0,1,0
2018/11/1 7:16,4934,1,20,1,0,0
2018/11/1 7:16,4910,0,21,0,5,0
2018/11/1 7:16,4910,0,21,1,2,0
2018/11/1 7:16,4930,0,20,0,0,0
2018/11/1 7:16,4909,1,15,0,2,0
2018/11/1 7:16,4930,0,20,1,0,0
2018/11/1 7:16,4909,1,15,1,0,11
2018/11/1 7:16,4918,0,11,0,1,0
2018/11/1 7:16,4912,1,11,0,8,0
2018/11/1 7:16,4918,0,11,1,0,3
2018/11/1 7:16,4924,1,7,0,5,0
2018/11/1 7:16,4912,1,11,1,0,4
2018/11/1 7:16,4924,1,7,1,0,6
2018/11/1 7:16,4916,0,14,0,4,1
2018/11/1 7:16,4916,0,14,1,0,9
2018/11/1 7:16,4934,1,21,0,0,0
2018/11/1 7:16,4934,1,21,1,0,0
2018/11/1 7:17,4911,0,3,0,5,0
2018/11/1 7:17,4911,0,3,1,0,0
2018/11/1 7:17,4920,0,9,0,9,0
2018/11/1 7:17,4936,1,3,0,22,0
2018/11/1 7:17,4936,1,3,1,1,0
2018/11/1 7:17,4938,1,18,0,0,0
2018/11/1 7:17,4921,0,17,0,13,0
2018/11/1 7:17,4938,1,18,1,0,6
2018/11/1 7:17,4921,0,17,1,0,22
2018/11/1 7:17,4923,1,20,0,0,0
2018/11/1 7:17,4923,1,20,1,0,2
2018/11/1 7:17,4933,1,11,0,0,0
2018/11/1 7:17,4937,1,20,0,0,0
2018/11/1 7:17,4937,1,20,1,0,0
2018/11/1 7:17,4930,0,21,0,1,0
2018/11/1 7:18,4927,1,4,0,14,0
2018/11/1 7:18,4927,1,4,1,0,0
2018/11/1 7:18,4918,0,12,0,1,0
2018/11/1 7:18,4919,0,8,0,11,0
2018/11/1 7:18,4918,0,12,1,0,1
2018/11/1 7:18,4919,0,8,1,0,3
2018/11/1 7:18,4923,1,21,0,0,0
2018/11/1 7:18,4923,1,21,1,0,1
2018/11/1 7:18,4921,0,18,0,2,1
2018/11/1 7:18,4937,1,21,0,0,0
2018/11/1 7:18,4937,1,21,1,0,1
2018/11/1 7:18,4922,1,7,0,8,1
2018/11/1 7:18,4916,0,15,0,4,0
2018/11/1 7:18,4916,0,15,1,0,10
2018/11/1 7:18,4909,1,16,0,0,0
2018/11/1 7:18,4909,1,16,1,0,9
2018/11/1 7:18,4924,1,8,0,0,0
2018/11/1 7:18,4911,0,4,0,13,0
2018/11/1 7:18,4928,0,3,0,2,0
2018/11/1 7:18,4928,0,3,1,0,0
2018/11/1 7:18,4924,1,8,1,0,2
2018/11/1 7:18,4911,0,4,1,0,0
2018/11/1 7:18,4933,1,12,0,0,0
2018/11/1 7:19,4933,1,12,1,0,6
2018/11/1 7:19,4910,0,22,0,8,0
2018/11/1 7:19,4910,0,22,1,0,9
2018/11/1 7:19,4927,1,5,0,0,0
2018/11/1 7:19,4927,1,5,1,0,0
2018/11/1 7:19,4938,1,19,0,1,0
2018/11/1 7:19,4938,1,19,1,0,1
2018/11/1 7:19,4911,0,5,0,0,0
2018/11/1 7:19,4911,0,5,1,0,0
2018/11/1 7:19,4919,0,9,0,7,0
2018/11/1 7:19,4919,0,9,1,0,5
2018/11/1 7:20,4927,1,6,0,0,0
2018/11/1 7:20,4927,1,6,1,0,0
2018/11/1 7:20,4934,1,22,0,0,0
2018/11/1 7:20,4934,1,22,1,0,0
2018/11/1 7:20,4920,0,10,0,0,2
2018/11/1 7:20,4918,0,13,0,0,0
2018/11/1 7:20,4921,1,1,0,1,1
2018/11/1 7:20,4918,0,13,1,0,4
2018/11/1 7:20,4921,1,1,1,0,2
2018/11/1 7:20,4920,0,10,1,1,2
2018/11/1 7:20,4938,1,20,0,0,0
2018/11/1 7:21,4938,1,20,1,0,1
2018/11/1 7:21,4922,1,8,0,2,0
2018/11/1 7:21,4930,0,22,0,0,0
2018/11/1 7:21,4916,0,16,0,0,0
2018/11/1 7:21,4922,1,8,1,0,21
2018/11/1 7:21,4916,0,16,1,0,7
2018/11/1 7:21,4930,0,22,1,2,24
2018/11/1 7:21,4909,1,17,0,1,0
2018/11/1 7:21,4911,0,6,0,0,0
2018/11/1 7:21,4911,0,6,1,0,3
2018/11/1 7:21,4924,1,9,0,2,0
2018/11/1 7:21,4924,1,9,1,0,4
2018/11/1 7:21,4910,0,23,0,0,2
2018/11/1 7:21,4910,0,23,1,0,24
2018/11/1 7:21,4928,0,4,0,7,0
2018/11/1 7:21,4928,0,4,1,0,0
2018/11/1 7:21,4935,1,1,0,27,4
2018/11/1 7:21,4936,1,4,0,15,0
2018/11/1 7:21,4936,1,4,1,0,2
2018/11/1 7:21,4912,1,13,0,9,1
2018/11/1 7:21,4923,1,22,0,0,0
2018/11/1 7:21,4938,1,21,0,0,0
2018/11/1 7:21,4938,1,21,1,0,0
2018/11/1 7:21,4933,1,13,0,0,0
2018/11/1 7:21,4933,1,13,1,0,4
2018/11/1 7:21,4920,0,11,0,0,0
2018/11/1 7:21,4920,0,11,1,0,5
2018/11/1 7:21,4918,0,14,0,0,0
2018/11/1 7:21,4918,0,14,1,0,13
2018/11/1 7:21,4937,1,22,0,0,0
2018/11/1 7:21,4937,1,22,1,0,8
2018/11/1 7:22,4922,1,9,0,5,0
2018/11/1 7:22,4922,1,9,1,0,2
2018/11/1 7:22,4934,1,23,0,0,0
2018/11/1 7:22,4934,1,23,1,0,0
2018/11/1 7:22,4916,0,17,0,4,0
2018/11/1 7:22,4916,0,17,1,0,10
2018/11/1 7:22,4910,1,1,0,0,1
2018/11/1 7:22,4910,1,1,1,0,4
2018/11/1 7:22,4921,1,2,0,0,0
2018/11/1 7:22,4921,1,2,1,0,0
2018/11/1 7:22,4910,1,1,0,0,4
2018/11/1 7:23,4910,1,1,1,0,9
2018/11/1 7:23,4919,0,10,0,4,1
2018/11/1 7:23,4919,0,10,1,2,3
2018/11/1 7:23,4936,1,5,0,2,0
2018/11/1 7:23,4936,1,5,1,0,5
2018/11/1 7:23,4922,1,10,0,4,0
2018/11/1 7:23,4928,0,5,0,3,1
2018/11/1 7:23,4922,1,10,1,0,8
2018/11/1 7:23,4911,0,7,0,4,0
2018/11/1 7:23,4930,0,23,0,0,0
2018/11/1 7:23,4911,0,7,1,0,2
2018/11/1 7:23,4920,0,12,0,3,0
2018/11/1 7:23,4930,0,23,1,0,25
2018/11/1 7:23,4912,1,14,0,8,0
2018/11/1 7:23,4910,1,1,0,0,0
2018/11/1 7:23,4912,1,14,1,1,16
2018/11/1 7:23,4920,0,12,1,0,1
2018/11/1 7:23,4927,1,7,0,8,0
2018/11/1 7:23,4909,1,18,0,1,0
2018/11/1 7:23,4924,1,10,0,1,0
2018/11/1 7:23,4927,1,7,1,0,7
2018/11/1 7:23,4924,1,10,1,0,2
2018/11/1 7:23,4923,1,23,0,0,0
2018/11/1 7:23,4923,1,23,1,0,13
2018/11/1 7:23,4936,1,6,0,0,0
2018/11/1 7:23,4936,1,6,1,0,0
2018/11/1 7:23,4918,0,15,0,3,0
2018/11/1 7:23,4918,0,15,1,0,10
2018/11/1 7:23,4933,1,14,0,4,0
2018/11/1 7:23,4910,1,1,0,0,0
2018/11/1 7:23,4933,1,14,1,0,6
2018/11/1 7:24,4935,1,2,0,9,0
2018/11/1 7:24,4921,1,3,0,3,0
2018/11/1 7:24,4935,1,2,1,2,2
2018/11/1 7:24,4921,1,3,1,0,0
2018/11/1 7:24,4938,1,22,0,2,0
2018/11/1 7:24,4938,1,22,1,0,14
2018/11/1 7:24,4910,1,1,0,0,0
2018/11/1 7:24,4917,1,1,0,1,2
2018/11/1 7:24,4917,1,1,1,0,0
2018/11/1 7:24,4937,1,23,0,0,0
2018/11/1 7:24,4937,1,23,1,0,1
2018/11/1 7:24,4919,0,11,0,2,0
2018/11/1 7:24,4919,0,11,1,0,5
2018/11/1 7:24,4922,1,11,0,0,0
2018/11/1 7:25,4930,1,1,0,0,0
2018/11/1 7:25,4928,0,6,0,3,0
2018/11/1 7:25,4926,1,1,0,24,1
2018/11/1 7:25,4930,1,1,1,0,2
2018/11/1 7:25,4912,1,15,0,4,0
2018/11/1 7:25,4911,0,8,0,11,1
2018/11/1 7:25,4911,0,8,1,0,2
2018/11/1 7:25,4930,1,1,0,0,9
2018/11/1 7:25,4930,1,1,1,0,9
2018/11/1 7:25,4909,1,19,0,1,0
2018/11/1 7:25,4924,1,11,0,0,1
2018/11/1 7:25,4924,1,11,1,0,3
2018/11/1 7:25,4920,0,13,0,0,0
2018/11/1 7:25,4918,0,16,0,2,0
2018/11/1 7:25,4935,1,3,0,13,0
2018/11/1 7:25,4935,1,3,1,1,3
2018/11/1 7:25,4918,0,16,1,0,4
2018/11/1 7:25,4916,0,18,0,9,1
2018/11/1 7:25,4916,0,18,1,1,12
2018/11/1 7:25,4930,1,1,0,0,0
2018/11/1 7:25,4922,1,12,0,3,1
2018/11/1 7:26,4927,1,8,0,10,0
2018/11/1 7:26,4930,1,1,1,0,0
2018/11/1 7:26,4923,0,1,0,0,1
2018/11/1 7:26,4923,0,1,1,0,3
2018/11/1 7:26,4927,1,8,1,0,4
2018/11/1 7:26,4924,1,12,0,0,0
2018/11/1 7:26,4919,0,12,0,3,0
2018/11/1 7:26,4924,1,12,1,0,0
2018/11/1 7:26,4929,1,1,0,0,0
2018/11/1 7:26,4929,1,1,1,0,0
2018/11/1 7:26,4933,1,15,0,2,0
2018/11/1 7:26,4919,0,12,1,0,1
2018/11/1 7:26,4933,1,15,1,0,3
2018/11/1 7:26,4936,1,7,0,2,0
2018/11/1 7:26,4936,1,7,1,0,15
2018/11/1 7:26,4930,1,1,0,0,0
2018/11/1 7:26,4923,0,1,0,0,0
2018/11/1 7:26,4930,1,1,1,0,0
2018/11/1 7:26,4934,0,1,0,17,0
2018/11/1 7:26,4923,0,1,1,0,0
2018/11/1 7:26,4934,0,1,1,0,0
2018/11/1 7:26,4918,0,17,0,0,0
2018/11/1 7:26,4918,0,17,1,0,4
2018/11/1 7:26,4928,0,7,0,10,1
2018/11/1 7:26,4928,0,7,1,0,3
2018/11/1 7:26,4921,1,4,0,9,0
2018/11/1 7:26,4921,1,4,1,1,2
2018/11/1 7:26,4930,1,1,0,0,0
2018/11/1 7:27,4923,0,1,0,0,0
2018/11/1 7:27,4930,1,1,1,0,0
2018/11/1 7:27,4938,1,23,0,0,0
2018/11/1 7:27,4938,1,23,1,1,5
2018/11/1 7:27,4927,1,9,0,10,1
2018/11/1 7:27,4927,1,9,1,1,2
2018/11/1 7:27,4911,0,9,0,10,0
2018/11/1 7:27,4911,0,9,1,1,2
2018/11/1 7:27,4930,1,1,0,0,0
2018/11/1 7:27,4909,1,20,0,0,0
2018/11/1 7:27,4923,0,1,0,0,0
2018/11/1 7:27,4930,1,1,1,0,0
2018/11/1 7:27,4923,0,1,1,0,0
2018/11/1 7:27,4916,0,19,0,3,0
2018/11/1 7:27,4920,0,14,0,0,0
2018/11/1 7:27,4916,0,19,1,1,1
2018/11/1 7:27,4920,0,14,1,0,8
2018/11/1 7:27,4912,1,16,0,9,0
2018/11/1 7:27,4930,1,1,0,0,0
2018/11/1 7:28,4923,0,1,0,0,0
2018/11/1 7:28,4912,1,16,1,1,18
2018/11/1 7:28,4909,1,21,0,0,0
2018/11/1 7:28,4930,1,1,1,0,0
2018/11/1 7:28,4923,0,1,1,0,0
2018/11/1 7:28,4909,1,21,1,0,27
2018/11/1 7:28,4921,1,5,0,11,1
2018/11/1 7:28,4921,1,5,1,0,4
2018/11/1 7:28,4926,1,2,0,6,1
2018/11/1 7:28,4926,1,2,1,0,0
2018/11/1 7:28,4919,0,13,0,1,0
2018/11/1 7:28,4923,0,1,0,0,0
2018/11/1 7:28,4927,1,10,0,6,0
2018/11/1 7:28,4927,1,10,1,1,4
2018/11/1 7:28,4933,1,16,0,4,1
2018/11/1 7:28,4923,0,1,1,0,0
2018/11/1 7:28,4934,0,2,0,14,0
2018/11/1 7:28,4933,1,16,1,0,3
2018/11/1 7:28,4934,0,2,1,0,0
2018/11/1 7:28,4936,1,8,0,1,0
2018/11/1 7:28,4936,1,8,1,0,5
2018/11/1 7:28,4922,1,13,0,6,0
2018/11/1 7:28,4922,1,13,1,0,14
2018/11/1 7:28,4930,1,1,0,0,0
2018/11/1 7:28,4920,0,15,0,0,0
2018/11/1 7:29,4923,0,1,0,0,0
2018/11/1 7:29,4920,0,15,1,0,10
2018/11/1 7:29,4923,0,1,1,0,0
2018/11/1 7:29,4935,1,4,0,12,1
2018/11/1 7:29,4935,1,4,1,1,1
2018/11/1 7:29,4924,1,13,0,0,2
2018/11/1 7:29,4918,0,18,0,4,0
2018/11/1 7:29,4918,0,18,1,0,18
2018/11/1 7:29,4924,1,13,1,1,15
2018/11/1 7:29,4938,0,1,0,0,0
2018/11/1 7:29,4923,0,1,0,0,0
2018/11/1 7:29,4936,1,9,0,3,0
2018/11/1 7:29,4921,1,6,0,11,2
2018/11/1 7:29,4936,1,9,1,0,1
2018/11/1 7:29,4921,1,6,1,1,1
2018/11/1 7:29,4926,1,3,0,11,0
2018/11/1 7:29,4919,0,14,0,0,1
2018/11/1 7:30,4919,0,14,1,3,13
2018/11/1 7:30,4923,0,1,0,1,0
2018/11/1 7:30,4926,1,3,1,0,0
2018/11/1 7:30,4923,0,1,1,0,0
2018/11/1 7:30,4922,1,14,0,2,0
2018/11/1 7:30,4928,0,8,0,8,0
2018/11/1 7:30,4922,1,14,1,0,3
2018/11/1 7:30,4928,0,8,1,0,2
2018/11/1 7:30,4916,0,21,0,1,0
2018/11/1 7:30,4914,0,1,0,24,1
2018/11/1 7:30,4916,0,21,1,1,10
2018/11/1 7:30,4927,1,11,0,6,0
2018/11/1 7:30,4935,1,5,0,0,1
2018/11/1 7:30,4927,1,11,1,1,7
2018/11/1 7:30,4918,0,19,0,6,0
2018/11/1 7:30,4935,1,5,1,0,4
2018/11/1 7:30,4912,1,17,0,2,0
2018/11/1 7:30,4923,0,1,0,7,0
2018/11/1 7:30,4918,0,19,1,0,5
2018/11/1 7:30,4912,1,17,1,0,5
2018/11/1 7:30,4909,1,22,0,0,0
2018/11/1 7:30,4933,1,17,0,4,0
2018/11/1 7:30,4909,1,22,1,0,13
2018/11/1 7:30,4933,1,17,1,0,0
2018/11/1 7:30,4911,0,10,0,13,0
2018/11/1 7:30,4911,0,10,1,1,1
2018/11/1 7:31,4919,0,15,0,1,2
2018/11/1 7:31,4920,0,16,0,8,0
2018/11/1 7:31,4919,0,15,1,0,5
2018/11/1 7:31,4914,0,2,0,7,0
2018/11/1 7:31,4936,1,10,0,8,0
2018/11/1 7:31,4914,0,2,1,0,0
2018/11/1 7:31,4935,1,6,0,0,0
2018/11/1 7:31,4935,1,6,1,0,4
2018/11/1 7:31,4927,1,12,0,3,0
2018/11/1 7:31,4927,1,12,1,0,4
2018/11/1 7:31,4938,0,1,0,1,2
2018/11/1 7:31,4938,0,1,1,0,0
2018/11/1 7:31,4909,1,23,0,0,0
2018/11/1 7:31,4924,1,14,0,1,1
2018/11/1 7:31,4928,0,9,0,14,0
2018/11/1 7:32,4924,1,14,1,0,2
2018/11/1 7:32,4928,0,9,1,0,3
2018/11/1 7:32,4911,0,11,0,2,0
2018/11/1 7:32,4911,0,11,1,0,5
2018/11/1 7:32,4922,1,15,0,0,0
2018/11/1 7:32,4918,0,21,0,3,0
2018/11/1 7:32,4923,0,1,0,3,0
2018/11/1 7:32,4921,1,7,0,2,0
2018/11/1 7:32,4922,1,15,1,0,3
2018/11/1 7:32,4923,0,1,1,0,0
2018/11/1 7:32,4921,1,7,1,0,6
2018/11/1 7:32,4926,1,4,0,15,0
2018/11/1 7:32,4926,1,4,1,0,1
2018/11/1 7:33,4936,1,11,0,2,0
2018/11/1 7:33,4936,1,11,1,0,10
2018/11/1 7:33,4914,0,3,0,3,0
2018/11/1 7:33,4914,0,3,1,0,0
2018/11/1 7:33,4919,0,16,0,4,0
2018/11/1 7:33,4919,0,16,1,0,6
2018/11/1 7:33,4923,0,2,0,4,0
2018/11/1 7:33,4912,1,18,0,1,1
2018/11/1 7:33,4923,0,2,1,0,0
2018/11/1 7:33,4912,1,18,1,2,10
2018/11/1 7:33,4933,1,18,0,0,0
2018/11/1 7:33,4933,1,18,1,0,3
2018/11/1 7:33,4934,0,4,0,7,0
2018/11/1 7:33,4934,0,4,1,0,0
2018/11/1 7:33,4916,0,22,0,7,0
2018/11/1 7:33,4916,0,22,1,2,24
2018/11/1 7:33,4911,0,12,0,2,0
2018/11/1 7:33,4926,1,5,0,2,0
2018/11/1 7:33,4911,0,12,1,1,4
2018/11/1 7:34,4926,1,5,1,0,1
2018/11/1 7:34,4919,0,17,0,7,0
2018/11/1 7:34,4919,0,17,1,0,10
2018/11/1 7:34,4935,1,7,0,6,0
2018/11/1 7:34,4935,1,7,1,1,19
2018/11/1 7:34,4929,1,2,0,48,0
2018/11/1 7:34,4929,1,2,1,0,0
2018/11/1 7:34,4926,1,6,0,0,0
2018/11/1 7:34,4926,1,6,1,0,1
2018/11/1 7:34,4922,1,16,0,3,1
2018/11/1 7:34,4922,1,16,1,0,7
2018/11/1 7:34,4920,0,17,0,16,0
2018/11/1 7:35,4914,0,4,0,11,0
2018/11/1 7:35,4914,0,4,1,0,0
2018/11/1 7:35,4920,0,17,1,0,53
2018/11/1 7:35,4918,0,22,0,7,0
2018/11/1 7:35,4923,0,3,0,3,0
2018/11/1 7:35,4923,0,3,1,0,0
2018/11/1 7:35,4936,1,12,0,0,0
2018/11/1 7:35,4936,1,12,1,0,3
2018/11/1 7:35,4909,0,1,0,0,1
2018/11/1 7:35,4909,0,1,1,0,3
2018/11/1 7:35,4934,0,5,0,2,0
2018/11/1 7:35,4927,1,13,0,13,0
2018/11/1 7:35,4927,1,13,1,0,9
2018/11/1 7:35,4921,1,8,1,0,1
2018/11/1 7:35,4912,1,19,0,1,1
2018/11/1 7:35,4928,0,10,0,5,0
2018/11/1 7:35,4928,0,10,1,0,0
2018/11/1 7:35,4934,0,5,1,0,0
2018/11/1 7:35,4912,1,19,1,1,7
2018/11/1 7:35,4917,1,1,0,35,0
2018/11/1 7:35,4917,1,1,1,0,0
